wage_id,placement_id,employment_history_id,recorded_date,wage_amount,wage_unit,source
126,48,34,2025-10-21,15600.0,monthly,follow_up
127,49,35,2025-05-27,13300.0,monthly,dashboard
128,49,35,2025-08-25,13400.0,monthly,follow_up
129,49,35,2025-11-23,14400.0,monthly,follow_up
130,50,36,2025-06-13,18500.0,monthly,dashboard
131,50,36,2025-12-10,18900.0,monthly,follow_up
132,50,36,2026-06-08,19600.0,monthly,follow_up
133,51,37,2025-05-09,17500.0,monthly,dashboard
134,51,37,2025-08-07,18700.0,monthly,follow_up
135,51,37,2025-11-05,18800.0,monthly,follow_up
136,51,37,2026-05-04,19000.0,monthly,follow_up
137,52,38,2025-05-27,16400.0,monthly,dashboard
138,52,38,2025-08-25,17800.0,monthly,follow_up
139,52,38,2025-11-23,19200.0,monthly,follow_up
140,53,39,2025-06-09,16800.0,monthly,dashboard
141,53,39,2025-09-07,17000.0,monthly,follow_up
142,53,39,2025-12-06,17500.0,monthly,follow_up
143,54,40,2025-06-02,16100.0,monthly,dashboard
144,54,40,2025-11-29,16300.0,monthly,follow_up
145,54,40,2026-05-28,17500.0,monthly,follow_up
146,55,41,2025-05-11,17100.0,monthly,dashboard
147,55,41,2025-08-09,17800.0,monthly,follow_up
148,55,41,2025-11-07,19600.0,monthly,follow_up
149,55,41,2026-05-06,19600.0,monthly,follow_up
150,57,42,2025-05-06,18500.0,monthly,dashboard
151,57,42,2025-08-04,20100.0,monthly,follow_up
152,57,42,2025-11-02,21000.0,monthly,follow_up
153,57,42,2026-05-01,23100.0,monthly,follow_up
154,59,43,2025-06-27,16800.0,monthly,dashboard
155,59,43,2025-09-25,18000.0,monthly,follow_up
156,59,43,2025-12-24,18500.0,monthly,follow_up
157,61,44,2025-04-23,16300.0,monthly,dashboard
158,61,44,2025-07-22,17200.0,monthly,follow_up
159,61,44,2025-10-20,17400.0,monthly,follow_up
160,61,44,2026-04-18,17500.0,monthly,follow_up
161,63,45,2025-05-25,16000.0,monthly,dashboard
162,63,45,2025-08-23,17200.0,monthly,follow_up
163,63,45,2025-11-21,17400.0,monthly,follow_up
164,63,45,2026-05-20,17800.0,monthly,follow_up
165,64,46,2025-03-10,17800.0,monthly,dashboard
166,64,46,2025-06-08,18200.0,monthly,follow_up
167,64,46,2025-09-06,19200.0,monthly,follow_up
168,64,46,2026-03-05,20100.0,monthly,follow_up
169,65,47,2025-03-11,18500.0,monthly,dashboard
170,65,47,2025-09-07,19800.0,monthly,follow_up
171,65,47,2026-03-06,21000.0,monthly,follow_up
172,67,48,2025-02-15,16000.0,monthly,dashboard
173,67,48,2025-05-16,15500.0,monthly,follow_up
174,67,48,2025-08-14,16500.0,monthly,follow_up
175,67,48,2026-02-10,16900.0,monthly,follow_up
176,68,49,2025-04-04,14800.0,monthly,dashboard
177,68,49,2025-07-03,15800.0,monthly,follow_up
178,68,49,2025-10-01,17800.0,monthly,follow_up
179,68,49,2026-03-30,18200.0,monthly,follow_up
180,70,50,2025-04-03,13400.0,monthly,dashboard
181,70,50,2025-09-30,14100.0,monthly,follow_up
182,70,50,2026-03-29,15300.0,monthly,follow_up
183,71,51,2025-01-30,14000.0,monthly,dashboard
184,71,51,2025-04-30,15100.0,monthly,follow_up
185,71,51,2025-07-29,15400.0,monthly,follow_up
186,73,52,2025-02-08,17500.0,monthly,dashboard
187,73,52,2025-05-09,18300.0,monthly,follow_up
188,73,52,2025-08-07,19300.0,monthly,follow_up
189,73,52,2026-02-03,20000.0,monthly,follow_up
190,74,53,2025-01-26,14600.0,monthly,dashboard
191,74,53,2025-04-26,15200.0,monthly,follow_up
192,74,53,2025-07-25,15900.0,monthly,follow_up
193,74,53,2026-01-21,17000.0,monthly,follow_up
194,75,54,2025-03-25,16400.0,monthly,dashboard
195,75,54,2025-06-23,16300.0,monthly,follow_up
196,75,54,2025-09-21,17900.0,monthly,follow_up
197,75,54,2026-03-20,18900.0,monthly,follow_up
198,76,55,2025-03-27,17100.0,monthly,dashboard
199,76,55,2025-06-25,18400.0,monthly,follow_up
200,76,55,2025-09-23,18000.0,monthly,follow_up
201,76,55,2026-03-22,18800.0,monthly,follow_up
202,77,56,2025-04-01,17600.0,monthly,dashboard
203,77,56,2025-09-28,17600.0,monthly,follow_up
204,77,56,2026-03-27,19300.0,monthly,follow_up
205,78,57,2025-01-28,18800.0,monthly,dashboard
206,78,57,2025-04-28,19600.0,monthly,follow_up
207,78,57,2025-07-27,21100.0,monthly,follow_up
208,78,57,2026-01-23,22200.0,monthly,follow_up
209,79,58,2025-02-16,17000.0,monthly,dashboard
210,79,58,2025-05-17,18000.0,monthly,follow_up
211,79,58,2025-08-15,19100.0,monthly,follow_up
212,79,58,2026-02-11,21100.0,monthly,follow_up
213,80,59,2025-03-04,15900.0,monthly,dashboard
214,80,59,2025-06-02,16000.0,monthly,follow_up
215,80,59,2025-08-31,16800.0,monthly,follow_up
216,80,59,2026-02-27,16700.0,monthly,follow_up
217,81,60,2025-02-19,15700.0,monthly,dashboard
218,81,60,2025-08-18,15900.0,monthly,follow_up
219,81,60,2026-02-14,16700.0,monthly,follow_up
220,83,61,2025-03-13,15100.0,monthly,dashboard
221,83,61,2025-06-11,15000.0,monthly,follow_up
222,84,62,2025-02-17,18600.0,monthly,dashboard
223,84,62,2025-05-18,20200.0,monthly,follow_up
224,84,62,2025-08-16,21500.0,monthly,follow_up
225,85,63,2025-03-05,16100.0,monthly,dashboard
226,85,63,2025-06-03,16400.0,monthly,follow_up
227,85,63,2025-09-01,17400.0,monthly,follow_up
228,86,64,2025-03-25,16300.0,monthly,dashboard
229,86,64,2025-09-21,16600.0,monthly,follow_up
230,88,65,2025-02-17,17200.0,monthly,dashboard
231,88,65,2025-05-18,17900.0,monthly,follow_up
232,88,65,2025-08-16,19100.0,monthly,follow_up
233,88,65,2026-02-12,18800.0,monthly,follow_up
234,89,66,2025-04-04,14400.0,monthly,dashboard
235,89,66,2025-07-03,14200.0,monthly,follow_up
236,89,66,2025-10-01,14600.0,monthly,follow_up
237,89,66,2026-03-30,15300.0,monthly,follow_up
238,90,67,2025-01-30,13100.0,monthly,dashboard
239,90,67,2025-04-30,13300.0,monthly,follow_up
240,90,67,2025-07-29,13500.0,monthly,follow_up
241,91,68,2025-02-06,18800.0,monthly,dashboard
242,91,68,2025-05-07,19500.0,monthly,follow_up
243,91,68,2025-08-05,22200.0,monthly,follow_up
244,93,69,2025-02-28,16500.0,monthly,dashboard
245,93,69,2025-05-29,17300.0,monthly,follow_up
246,93,69,2025-08-27,18400.0,monthly,follow_up
247,93,69,2026-02-23,19500.0,monthly,follow_up
248,94,70,2025-03-22,16500.0,monthly,dashboard
249,94,70,2025-06-20,17200.0,monthly,follow_up
250,94,70,2025-09-18,18400.0,monthly,follow_up
251,94,70,2026-03-17,19100.0,monthly,follow_up
252,95,71,2025-02-06,15500.0,monthly,dashboard
253,95,71,2025-05-07,14900.0,monthly,follow_up
254,95,71,2025-08-05,15200.0,monthly,follow_up
255,95,71,2026-02-01,16200.0,monthly,follow_up
256,96,72,2025-03-23,18200.0,monthly,dashboard
257,96,72,2025-06-21,19500.0,monthly,follow_up
258,96,72,2025-09-19,19800.0,monthly,follow_up
259,96,72,2026-03-18,20400.0,monthly,follow_up
260,97,73,2025-04-03,17800.0,monthly,dashboard
261,97,73,2025-07-02,19300.0,monthly,follow_up
262,97,73,2026-03-29,19500.0,monthly,follow_up
263,98,74,2025-03-18,13500.0,monthly,dashboard
264,98,74,2025-06-16,13800.0,monthly,follow_up
265,99,75,2025-02-12,15700.0,monthly,dashboard
266,99,75,2025-05-13,16600.0,monthly,follow_up
267,99,75,2025-08-11,17200.0,monthly,follow_up
268,100,76,2025-03-19,17400.0,monthly,dashboard
269,100,76,2025-06-17,18300.0,monthly,follow_up
270,100,76,2025-09-15,19300.0,monthly,follow_up
271,100,76,2026-03-14,19800.0,monthly,follow_up
272,101,77,2025-02-07,14800.0,monthly,dashboard
273,101,77,2025-05-08,15700.0,monthly,follow_up
274,101,77,2025-08-06,16600.0,monthly,follow_up
275,101,77,2026-02-02,17200.0,monthly,follow_up
276,103,78,2025-03-17,13200.0,monthly,dashboard
277,103,78,2025-06-15,13800.0,monthly,follow_up
278,103,78,2025-09-13,15000.0,monthly,follow_up
279,103,78,2026-03-12,16400.0,monthly,follow_up
280,104,79,2025-02-24,13700.0,monthly,dashboard
281,104,79,2025-05-25,14400.0,monthly,follow_up
282,104,79,2025-08-23,14600.0,monthly,follow_up
283,104,79,2026-02-19,15600.0,monthly,follow_up
284,105,80,2025-02-05,18200.0,monthly,dashboard
285,105,80,2025-08-04,18700.0,monthly,follow_up
286,105,80,2026-01-31,18500.0,monthly,follow_up
287,106,81,2025-01-24,15600.0,monthly,dashboard
288,106,81,2025-04-24,15800.0,monthly,follow_up
289,106,81,2025-07-23,16200.0,monthly,follow_up
290,106,81,2026-01-19,16900.0,monthly,follow_up
291,108,82,2025-02-14,15900.0,monthly,dashboard
292,108,82,2025-08-13,17000.0,monthly,follow_up
293,108,82,2026-02-09,18500.0,monthly,follow_up
294,109,83,2025-02-10,16700.0,monthly,dashboard
295,109,83,2025-05-11,17700.0,monthly,follow_up
296,109,83,2025-08-09,19400.0,monthly,follow_up
297,109,83,2026-02-05,21000.0,monthly,follow_up
298,110,84,2025-03-01,14800.0,monthly,dashboard
299,110,84,2025-08-28,15400.0,monthly,follow_up
300,110,84,2026-02-24,16300.0,monthly,follow_up
301,111,85,2025-03-25,15400.0,monthly,dashboard
302,111,85,2025-06-23,16100.0,monthly,follow_up
303,111,85,2025-09-21,16700.0,monthly,follow_up
304,112,86,2025-02-01,18500.0,monthly,dashboard
305,114,87,2025-03-07,13300.0,monthly,dashboard
306,114,87,2025-06-05,13700.0,monthly,follow_up
307,114,87,2025-09-03,14300.0,monthly,follow_up
308,115,88,2025-04-04,15500.0,monthly,dashboard
309,115,88,2025-07-03,16600.0,monthly,follow_up
310,115,88,2025-10-01,17600.0,monthly,follow_up
311,115,88,2026-03-30,19000.0,monthly,follow_up
312,116,89,2025-02-18,16200.0,monthly,dashboard
313,116,89,2025-05-19,17500.0,monthly,follow_up
314,116,89,2025-08-17,18500.0,monthly,follow_up
315,116,89,2026-02-13,18200.0,monthly,follow_up
316,117,90,2025-03-12,15400.0,monthly,dashboard
317,117,90,2025-06-10,16200.0,monthly,follow_up
318,117,90,2025-09-08,16900.0,monthly,follow_up
319,117,90,2026-03-07,17500.0,monthly,follow_up
320,118,91,2025-03-22,17200.0,monthly,dashboard
321,118,91,2025-06-20,18300.0,monthly,follow_up
322,118,91,2025-09-18,19000.0,monthly,follow_up
323,118,91,2026-03-17,20600.0,monthly,follow_up
324,119,92,2025-02-09,16900.0,monthly,dashboard
325,119,92,2025-05-10,18400.0,monthly,follow_up
326,119,92,2025-08-08,18700.0,monthly,follow_up
327,119,92,2026-02-04,19300.0,monthly,follow_up
328,120,93,2025-03-02,15500.0,monthly,dashboard
329,120,93,2025-05-31,16300.0,monthly,follow_up
330,120,93,2026-02-25,18700.0,monthly,follow_up
331,121,94,2025-01-31,14600.0,monthly,dashboard
332,121,94,2025-05-01,14900.0,monthly,follow_up
333,121,94,2025-07-30,16100.0,monthly,follow_up
334,121,94,2026-01-26,16200.0,monthly,follow_up
335,122,95,2025-02-11,13500.0,monthly,dashboard
336,122,95,2025-05-12,14000.0,monthly,follow_up
337,122,95,2026-02-06,15100.0,monthly,follow_up
338,123,96,2025-03-11,18900.0,monthly,dashboard
339,123,96,2025-06-09,19600.0,monthly,follow_up
340,123,96,2025-09-07,20200.0,monthly,follow_up
341,123,96,2026-03-06,20800.0,monthly,follow_up
342,124,97,2025-01-28,13600.0,monthly,dashboard
343,124,97,2025-04-28,14500.0,monthly,follow_up
344,124,97,2025-07-27,15300.0,monthly,follow_up
345,124,97,2026-01-23,15900.0,monthly,follow_up
346,125,98,2025-05-26,17700.0,monthly,dashboard
347,125,98,2025-08-24,18700.0,monthly,follow_up
348,126,99,2025-05-17,15600.0,monthly,dashboard
349,126,99,2025-11-13,16000.0,monthly,follow_up
350,126,99,2026-05-12,17200.0,monthly,follow_up
351,127,100,2025-06-04,15800.0,monthly,dashboard
352,127,100,2025-09-02,16700.0,monthly,follow_up
353,127,100,2025-12-01,17300.0,monthly,follow_up
354,127,100,2026-05-30,18400.0,monthly,follow_up
355,128,101,2025-05-03,14400.0,monthly,dashboard
356,128,101,2025-08-01,14700.0,monthly,follow_up
357,128,101,2026-04-28,14100.0,monthly,follow_up
358,129,102,2025-04-29,18500.0,monthly,dashboard
359,130,103,2025-04-23,14600.0,monthly,dashboard
360,130,103,2025-07-22,15900.0,monthly,follow_up
361,130,103,2025-10-20,16200.0,monthly,follow_up
362,130,103,2026-04-18,16600.0,monthly,follow_up
363,132,104,2025-06-05,13800.0,monthly,dashboard
364,132,104,2025-09-03,13700.0,monthly,follow_up
365,132,104,2025-12-02,14600.0,monthly,follow_up
366,132,104,2026-05-31,15100.0,monthly,follow_up
367,133,105,2025-06-13,13300.0,monthly,dashboard
368,133,105,2025-09-11,14100.0,monthly,follow_up
369,133,105,2025-12-10,14900.0,monthly,follow_up
370,133,105,2026-06-08,16200.0,monthly,follow_up
371,134,106,2025-05-13,14800.0,monthly,dashboard
372,134,106,2025-08-11,14800.0,monthly,follow_up
373,134,106,2026-05-08,15800.0,monthly,follow_up
374,135,107,2025-05-07,14400.0,monthly,dashboard
375,135,107,2025-11-03,14700.0,monthly,follow_up
376,136,108,2025-05-17,14800.0,monthly,dashboard
377,136,108,2025-08-15,15200.0,monthly,follow_up
378,136,108,2025-11-13,15900.0,monthly,follow_up
379,136,108,2026-05-12,17300.0,monthly,follow_up
380,137,109,2025-04-13,15500.0,monthly,dashboard
381,137,109,2025-07-12,16600.0,monthly,follow_up
382,137,109,2025-10-10,17300.0,monthly,follow_up
383,137,109,2026-04-08,18500.0,monthly,follow_up
384,138,110,2025-06-05,15600.0,monthly,dashboard
385,139,111,2025-05-18,15700.0,monthly,dashboard
386,139,111,2025-08-16,16700.0,monthly,follow_up
387,139,111,2025-11-14,18100.0,monthly,follow_up
388,139,111,2026-05-13,19000.0,monthly,follow_up
389,140,112,2025-04-08,16900.0,monthly,dashboard
390,140,112,2025-10-05,18200.0,monthly,follow_up
391,140,112,2026-04-03,19500.0,monthly,follow_up
392,141,113,2025-06-08,17700.0,monthly,dashboard
393,141,113,2025-09-06,18400.0,monthly,follow_up
394,141,113,2025-12-05,19900.0,monthly,follow_up
395,141,113,2026-06-03,21300.0,monthly,follow_up
396,142,114,2025-05-03,18200.0,monthly,dashboard
397,142,114,2025-08-01,18900.0,monthly,follow_up
398,142,114,2025-10-30,19300.0,monthly,follow_up
399,143,115,2025-04-27,17200.0,monthly,dashboard
400,143,115,2025-10-24,18500.0,monthly,follow_up
401,143,115,2026-04-22,19400.0,monthly,follow_up
402,145,116,2025-05-05,16400.0,monthly,dashboard
403,146,117,2025-05-22,15700.0,monthly,dashboard
404,146,117,2025-11-18,16600.0,monthly,follow_up
405,146,117,2026-05-17,17600.0,monthly,follow_up
406,147,118,2025-05-02,17300.0,monthly,dashboard
407,147,118,2025-10-29,17600.0,monthly,follow_up
408,147,118,2026-04-27,19300.0,monthly,follow_up
409,148,119,2025-04-28,18000.0,monthly,dashboard
410,148,119,2025-07-27,19800.0,monthly,follow_up
411,148,119,2025-10-25,21400.0,monthly,follow_up
412,150,120,2025-05-17,16300.0,monthly,dashboard
413,150,120,2025-08-15,16900.0,monthly,follow_up
414,150,120,2025-11-13,17700.0,monthly,follow_up
415,151,121,2025-05-27,13900.0,monthly,dashboard
416,151,121,2025-08-25,13700.0,monthly,follow_up
417,151,121,2025-11-23,14300.0,monthly,follow_up
418,151,121,2026-05-22,15800.0,monthly,follow_up
419,152,122,2025-05-10,14200.0,monthly,dashboard
420,152,122,2025-08-08,14800.0,monthly,follow_up
421,152,122,2025-11-06,15400.0,monthly,follow_up
422,152,122,2026-05-05,15700.0,monthly,follow_up
423,154,123,2025-04-04,16800.0,monthly,dashboard
424,154,123,2025-07-03,18300.0,monthly,follow_up
425,155,124,2025-05-16,15100.0,monthly,dashboard
426,155,124,2025-08-14,16100.0,monthly,follow_up
427,156,125,2025-04-16,15500.0,monthly,dashboard
428,156,125,2025-10-13,17400.0,monthly,follow_up
429,156,125,2026-04-11,19200.0,monthly,follow_up
430,157,126,2025-04-06,16500.0,monthly,dashboard
431,158,127,2025-04-21,18800.0,monthly,dashboard
432,158,127,2025-07-20,18700.0,monthly,follow_up
433,158,127,2026-04-16,20300.0,monthly,follow_up
434,159,128,2025-06-08,17000.0,monthly,dashboard
435,160,129,2025-04-20,16700.0,monthly,dashboard
436,160,129,2025-07-19,17200.0,monthly,follow_up
437,160,129,2025-10-17,18000.0,monthly,follow_up
438,160,129,2026-04-15,18900.0,monthly,follow_up
439,161,130,2025-04-17,16800.0,monthly,dashboard
440,161,130,2025-07-16,18300.0,monthly,follow_up
441,161,130,2025-10-14,18500.0,monthly,follow_up
442,162,131,2025-05-11,13100.0,monthly,dashboard
443,162,131,2025-08-09,14300.0,monthly,follow_up
444,162,131,2026-05-06,14900.0,monthly,follow_up
445,163,132,2025-04-30,14900.0,monthly,dashboard
446,163,132,2025-07-29,15400.0,monthly,follow_up
447,163,132,2025-10-27,15700.0,monthly,follow_up
448,163,132,2026-04-25,16200.0,monthly,follow_up
449,165,133,2025-04-27,15900.0,monthly,dashboard
450,165,133,2025-07-26,17300.0,monthly,follow_up
451,166,134,2025-05-25,16600.0,monthly,dashboard
452,166,134,2025-08-23,17000.0,monthly,follow_up
453,166,134,2025-11-21,17000.0,monthly,follow_up
454,166,134,2026-05-20,17300.0,monthly,follow_up
455,167,135,2025-06-07,16200.0,monthly,dashboard
456,167,135,2025-09-05,16100.0,monthly,follow_up
457,167,135,2025-12-04,18000.0,monthly,follow_up
458,167,135,2026-06-02,18800.0,monthly,follow_up
459,168,136,2025-04-16,13000.0,monthly,dashboard
460,169,137,2025-05-28,16300.0,monthly,dashboard
461,169,137,2025-08-26,15700.0,monthly,follow_up
462,169,137,2025-11-24,16700.0,monthly,follow_up
463,169,137,2026-05-23,17700.0,monthly,follow_up
464,170,138,2025-04-10,14300.0,monthly,dashboard
465,170,138,2026-04-05,14800.0,monthly,follow_up
466,171,139,2025-05-10,17000.0,monthly,dashboard
467,171,139,2025-08-08,18000.0,monthly,follow_up
468,171,139,2025-11-06,18800.0,monthly,follow_up
469,172,140,2025-05-25,13700.0,monthly,dashboard
470,172,140,2025-08-23,14200.0,monthly,follow_up
471,172,140,2025-11-21,14500.0,monthly,follow_up
472,172,140,2026-05-20,15300.0,monthly,follow_up
473,176,141,2025-05-19,18100.0,monthly,dashboard
474,176,141,2025-08-17,19200.0,monthly,follow_up
475,176,141,2025-11-15,20100.0,monthly,follow_up
476,176,141,2026-05-14,21500.0,monthly,follow_up
477,177,142,2025-04-26,15300.0,monthly,dashboard
478,177,142,2025-10-23,16100.0,monthly,follow_up
479,177,142,2026-04-21,17300.0,monthly,follow_up
480,178,143,2025-05-03,17800.0,monthly,dashboard
481,178,143,2025-08-01,19200.0,monthly,follow_up
482,178,143,2025-10-30,20200.0,monthly,follow_up
483,178,143,2026-04-28,21200.0,monthly,follow_up
484,179,144,2025-05-07,17100.0,monthly,dashboard
485,179,144,2025-08-05,17800.0,monthly,follow_up
486,179,144,2025-11-03,18300.0,monthly,follow_up
487,179,144,2026-05-02,20100.0,monthly,follow_up
488,180,145,2025-04-24,14600.0,monthly,dashboard
489,180,145,2025-07-23,15000.0,monthly,follow_up
490,180,145,2025-10-21,16300.0,monthly,follow_up
491,180,145,2026-04-19,17900.0,monthly,follow_up
492,181,146,2025-05-23,13800.0,monthly,dashboard
493,183,147,2025-05-03,17500.0,monthly,dashboard
494,183,147,2025-10-30,17900.0,monthly,follow_up
495,183,147,2026-04-28,18600.0,monthly,follow_up
496,184,148,2025-05-23,17800.0,monthly,dashboard
497,184,148,2025-08-21,18800.0,monthly,follow_up
498,184,148,2025-11-19,20700.0,monthly,follow_up
499,185,149,2025-06-11,14300.0,monthly,dashboard
500,185,149,2025-09-09,15300.0,monthly,follow_up
501,185,149,2025-12-08,16400.0,monthly,follow_up
502,186,150,2025-04-19,13200.0,monthly,dashboard
503,186,150,2025-07-18,12800.0,monthly,follow_up
504,186,150,2025-10-16,13300.0,monthly,follow_up
505,188,151,2024-10-13,13500.0,monthly,dashboard
506,188,151,2025-01-11,14200.0,monthly,follow_up
507,188,151,2025-04-11,14600.0,monthly,follow_up
508,189,152,2024-11-26,16400.0,monthly,dashboard
509,189,152,2025-02-24,16500.0,monthly,follow_up
510,189,152,2025-05-25,17000.0,monthly,follow_up
511,189,152,2025-11-21,17200.0,monthly,follow_up
512,190,153,2024-11-27,16000.0,monthly,dashboard
513,190,153,2025-02-25,16500.0,monthly,follow_up
514,190,153,2025-05-26,17900.0,monthly,follow_up
515,191,154,2024-12-18,14300.0,monthly,dashboard
